name,lat,lon,address,postcode,risk
PEROLA'S,43.65491,-79.40217,247 AUGUSTA AVE,M5T 2L8,0
PETER'S NO FRILLS,43.64771,-79.43912,222 LANSDOWNE AVE,M6K 3C6,1
PIONEER DELI,43.713554,-79.335601,747 DON MILLS RD,M3C 1T2,1
PLANK ROAD MARKET,43.68437,-79.320256,1716 DANFORTH AVE,M4C 1H8,1
POPEYES LOUISIANA KITCHEN,43.754311,-79.349585,865 YORK MILLS RD,M3B 1Y6,1
PRICE CHOPPER,43.798555,-79.318367,2900 WARDEN AVE,M1W 2S8,1
PRICE CHOPPER,43.790992,-79.445145,6201 BATHURST ST,M2R 1Z1,2
PRICE CHOPPER,43.73988,-79.513055,2699 JANE ST,M3L 1S3,1
PUSATERI FRUIT MARKET,43.665554,-79.380593,497 CHURCH ST,M4Y 2C6,2
PUSATERI'S,43.723348,-79.415773,1541 AVENUE RD,M5M 3X4,1
PUSATERI'S FINE FOODS,43.76923,-79.388372,2901 BAYVIEW AVE,M2K 1E6,1
Queen Super Market,43.747908,-79.522188,266 EDDYSTONE AVE,M3N 1H7,0
RABBA FINE FOODS,43.639076,-79.38555,252 QUEENS QUAY  W,M5J 1B5,1
RABBA FINE FOODS,43.664847,-79.38611,24 WELLESLEY ST W,M4Y 2X6,2
RABBA FINE FOODS,43.650276,-79.368355,171 FRONT ST E,M5A 4H3,1
RABBA FINE FOODS,43.666621,-79.376299,148 WELLESLEY ST E,M4Y 1J3,2
RABBA FINE FOODS,43.659355,-79.375805,256 JARVIS ST,M5B 2J4,1
RABBA FINE FOODS,43.667513,-79.385023,9 ISABELLA ST,M4Y 1M7,2
RABBA MARCHE,43.64305,-79.39164,361 FRONT ST W,M5V 3R5,1
RABBA MARCHE,43.757903,-79.409086,12 HARRISON GARDEN BLVD,M2N 7K6,2
RABBA MARCHE,43.64899,-79.387008,126 SIMCOE ST,M5H 4E6,1
RABBA MARKET EXPRESS,43.635271,-79.562878,4201 BLOOR ST W,M9C 1Z3,1
RAJ GROCER INC.,43.711811,-79.579228,1271 MARTIN GROVE RD,M9W 4X2,0
REAL CANADIAN SUPERSTORE,43.784827,-79.471514,51 GERRY FITZGERALD DR,M3J 3N4,1
REAL CANADIAN SUPERSTORE,43.722015,-79.338966,825 DON MILLS RD,M3C 1V4,1
REAL CANADIAN SUPERSTORE,43.709959,-79.533854,2549 WESTON RD,M9N 2A7,2
REXDALE GROCERS,43.714103,-79.558349,34A REXDALE BLVD,M9W 5Z3,0
ROCCA'S NO FRILLS,43.67357,-79.319215,269 COXWELL AVE,M4L 3B5,1
ROD & JOE'S NO FRILLS,43.709923,-79.248709,2471 KINGSTON RD,M1N 1V4,0
ROSS' NO FRILLS,43.686781,-79.483771,25 PHOTOGRAPHY DR,M6M 0A1,0
ROWE FARMS,43.706593,-79.37533,1617 BAYVIEW AVE,M4G 3B5,2
ROYAL BEEF,43.685496,-79.315035,1968 DANFORTH AVE,M4C 1J6,1
RUBINI WEST INDIAN GROCERIES,43.806593,-79.22201,31 TAPSCOTT RD,M1B 4Y7,1
RUI GOMES MEAT & FOOD MARKET,43.682521,-79.469837,546 ROGERS RD,M6M 1B5,1
Red Rose Halal Meat,43.707293,-79.269599,462 BIRCHMOUNT RD,M1K 1N8,0
SAFFRON & CORIANDER,43.744743,-79.296558,1983 LAWRENCE AVE E,M1R 2Z2,1
SANKAR INTERNATIONAL,43.732091,-79.267107,2425 EGLINTON AVE E,M1K 5G8,0
SANKO TRADING CO.,43.646088,-79.409515,730 QUEEN ST W,M6J 1E8,1
SARKER FOODS,43.690769,-79.291347,2996 DANFORTH AVE,M4C 1M7,2
SARKER GROCERIES,43.66261,-79.36727,423 PARLIAMENT ST,M5A 3A1,1
SATHIYA'S CHINNA KADAI SUPERMARKET,43.759446,-79.570973,3005 ISLINGTON AVE,M9L 2K9,1
SHERIFF'S NO FRILLS #270,43.741771,-79.584605,1530 ALBION RD,M9V 1B4,1
SHOPPERS DRUG MART,43.73536,-79.55934,900 ALBION RD,M9V 1A5,0
SHOPPERS DRUG MART,43.676899,-79.35701,180 DANFORTH AVE,M4K 1N1,0
SHOREBAZAAR SUPERMARKET,43.740269,-79.233348,2978 EGLINTON AVE E,M1J 2E7,1
SHUN TAI TRADING,43.786443,-79.269917,4385 SHEPPARD AVE E,M1S 1T9,1
SIEU THI LONG PHAT,43.746055,-79.487094,3336 KEELE ST,M3J 1L5,1
SILVER FOOD MART,43.799557,-79.306852,2950 BIRCHMOUNT RD,M1W 3G5,2
SKYLAND FOOD MART INC.,43.760917,-79.219224,3715 LAWRENCE AVE E,M1G 1P7,1
SMART CHOICE FOOD MART,43.769717,-79.520961,4734 JANE ST,M3N 2L3,1
SOBEY'S,43.684722,-79.356464,1015 BROADVIEW AVE,M4K 2S1,1
SOBEY'S,43.688683,-79.390365,81 ST CLAIR AVE E,M4T 1M7,1
SOBEY'S,43.687319,-79.30479,2451 DANFORTH AVE,M4C 1L1,1
SOBEY'S,43.709645,-79.36261,147 LAIRD DR,M4G 4K1,1
SOBEY'S EXPRESS,43.64517,-79.4486,199 RONCESVALLES AVE,M6R 2L5,1
SOBEY'S URBAN FRESH,43.63586,-79.40691,22 FORT YORK BLVD,M5V 3Z2,2
SOBEY'S URBAN FRESH,43.69791,-79.395536,22 BALLIOL ST,M4S 1C1,1
SOBEYS,43.62135,-79.52439,1255 THE QUEENSWAY,M8Z 1S1,1
SOBEYS,43.706363,-79.389749,710 MOUNT PLEASANT RD,M4S 2N6,1
SOBEYS,43.703263,-79.44103,145 MARLEE AVE,M6B 3H3,1
SOBEYS (STORE #7383),43.630577,-79.48227,125 THE QUEENSWAY,M8Y 1H6,1
SOBEYS EXPRESS,43.639267,-79.380891,207 QUEENS QUAY  W,M5J 1A7,2
SOBEYS SUPERMARKET,43.670273,-79.42793,840 DUPONT ST,M6G 1Z8,2
SP IMPORTERS SUPERMARKET,43.753777,-79.254005,2863 LAWRENCE AVE E,M1P 2S8,0
SPRING GARDEN MARKET,43.764521,-79.409848,63 SPRING GARDEN AVE,,2
STARFISH CARIBBEAN MARKET,43.698021,-79.511237,1746 WESTON RD,M9N 1V6,1
STEPHEN'S NO FRILLS,43.737657,-79.24665,2742 EGLINTON AVE E,M1J 2C6,1
STRICTLY BULK,43.66176,-79.42721,924 BLOOR ST W,M6H 1L4,1
STRICTLY BULK,43.649536,-79.482393,2389 BLOOR ST W,M6S 1P6,0
SUMMERHILL MARKET,43.715622,-79.393141,1054 MOUNT PLEASANT RD,M4P 2M4,1
SUMMERHILL SUPERMARKET,43.686399,-79.375523,446 SUMMERHILL AVE,M4W 2E4,1
SUN VALLEY,43.708453,-79.267631,470 DANFORTH RD,M1K 1C6,1
SUNF0ER MARKET,43.680166,-79.434057,910 ST CLAIR AVE W,M6C 1C6,0
SUNNY SUPERMARKET,43.790914,-79.366652,115 RAVEL RD,M2H 1T1,1
SUNRISE FOODS,43.755111,-79.441685,650 SHEPPARD AVE W,M3H 2S5,1
SUPER BAZAAR,43.758486,-79.289039,1505 BIRCHMOUNT RD,M1P 2G7,2
SUPER KHORAK,43.792217,-79.418052,6125 YONGE ST,M2M 3W8,2
SUPER ZAMANI,43.791605,-79.418932,6120 YONGE ST,M2M 3W7,1
SUPERKING SUPERMARKET,43.704634,-79.492236,1635 LAWRENCE AVE W,M6L 3C9,2
SURABY,43.733859,-79.28021,1052 BIRCHMOUNT RD,M1K 1S4,0
SURMA SUPERMARKET,43.659985,-79.366394,330 PARLIAMENT ST,M5A 2Z7,2
Saleem Caravan Farm,43.758645,-79.224317,565 MARKHAM RD,M1H 2A3,2
Shengthai Fresh Foods,43.780474,-79.232651,1255 MARKHAM RD,M1H 2Z5,1
Sun City Supermarket,43.821288,-79.245916,2761 MARKHAM RD,M1X 1M4,1
Sunny Foodmart  - supermarket,43.742171,-79.592313,1620 ALBION RD,M9V 4B4,2
T & T SUPERMARKET,43.8322,-79.266155,5661 STEELES AVE E,M1V 5P6,2
T & T SUPERMARKET,43.643306,-79.3515,222 CHERRY ST,M5A 3L2,2
T.O FINE FOODS,43.66235,-79.35862,175 RIVER ST,M5A 4K6,2
TAJ SUPERMARKET,43.817147,-79.210976,400 SEWELLS RD,M1B 5K8,1
TAP KOSHER,43.717842,-79.429099,3011 BATHURST ST,M6B 3B5,1
TARGET,43.795554,-79.420077,6600 YONGE ST,M2M 3X4,0
TAVORA INTERNATIONAL SUPERMARKET,43.65981,-79.444374,15 JENET AVE,M6H 1R5,1
TAVORA PORTUGUESE SEA PRODUCTS CO. LTD,43.674729,-79.456713,1625 ST CLAIR AVE W,M6N 1H7,1
TAZA MARKET,43.6744,-79.464158,404 OLD WESTON RD,M6N 3B1,0
THE BIG CARROT NATURAL FOOD MART,43.677747,-79.352884,348 DANFORTH AVE,M4K 1N8,2
THE FOOD DEPOT,43.675728,-79.402855,155 DUPONT ST,M5R 1V5,1
THE HARVEST WAGON,43.680208,-79.390601,1103 YONGE ST,M4W 2L7,2
THE KITCHEN TABLE,43.64171,-79.37563,10 QUEENS QUAY  W,M5J 2R9,2
THE KITCHEN TABLE,43.656221,-79.383301,595 BAY ST,M5G 2C2,2
THE KOSHER GROCER,43.718425,-79.429305,3041 BATHURST ST,M6B 3B5,0
THE NEW KANTAMANTO MARKET,43.7242,-79.494027,1288 WILSON AVE,M3M 1H5,2
THE VILLAGE MARKET,43.66496,-79.41224,580 BLOOR ST W,M6G 1K1,1
THIRUPATHI CONVENIENCE,43.765333,-79.489529,1290 FINCH AVE W,M3J 3K3,0
TIM & SUE'S NO FRILLS,43.664254,-79.468631,372 PACIFIC AVE,M6P 2R1,0
TONE TAI SUPERMARKET,43.786081,-79.351819,3030 DON MILLS RD E,M2J 3C1,1
TONY'S NO FRILLS,43.62633,-79.50342,748 THE QUEENSWAY,M8Z 1M9,0
TOP FOOD SUPERMARKET,43.610354,-79.547488,841 BROWNS LINE,M8W 3V7,1
TOP FOOD SUPERMARKET,43.751961,-79.260286,2715 LAWRENCE AVE E,M1P 2S2,1
TRE ROSE BAKERY,43.716388,-79.569747,2098 KIPLING AVE,M9W 4K5,2
TRINITY SUPERMARKET,43.665378,-79.351961,587-591 GERRARD ST E,M4M 1Y2,2
Talho E Salicharia,43.677084,-79.448234,1300 ST CLAIR AVE W,M6E 1C1,1
Tradition Retail Store,43.703291,-79.27608,663 WARDEN AVE,M1L 3Z5,0
UNCLE SETH'S TROPICAL FOODS,43.745495,-79.29382,2069 LAWRENCE AVE E,M1R 2Z4,1
UNION FRUIT MARKET,43.6458,-79.37911,140 BAY ST,M5J 1E6,0
Uthaya's Supermarket,43.759622,-79.593014,5010 STEELES AVE W,M9V 5C6,1
VALU-MART,43.791613,-79.393023,3259 BAYVIEW AVE,M2K 1G4,1
VALU-MART,43.686368,-79.312504,985 WOODBINE AVE,M4C 4B8,1
VALU-MART,43.61466,-79.488437,2399 LAKE SHORE BLVD W,M8V 1C5,1
VAUGHAN ROAD FOOD MARKET,43.687517,-79.424033,218 VAUGHAN RD,M6C 2M6,1
VINCE'S NO FRILLS,43.758507,-79.519443,1 YORK GATE BLVD,M3N 3A1,0
VINCENZO'S SUPERMARKET,43.687578,-79.305482,2406 DANFORTH AVE,M4C 1K7,0
VITO'S NO FRILLS,43.754085,-79.487726,3685 KEELE ST,M3J 3H6,0
VOLI EUROPEAN DELICATESSEN,43.690139,-79.349371,1052 PAPE AVE,M4K 3W2,1
WAL-MART,43.727486,-79.293909,1900 EGLINTON AVE E,M1L 2L9,1
WAL-MART,43.618417,-79.554384,165 NORTH QUEEN ST,M9C 1A7,0
WAL-MART,43.714177,-79.553598,2245 ISLINGTON AVE,M9W 3W6,0
WAL-MART SUPERCENTRE #1139,43.757825,-79.488905,3757 KEELE ST,M3J 1N4,1
WALMART,43.720971,-79.512531,1700 WILSON AVE,M3L 1B2,0
WALMART SUPERCENTRE,43.833414,-79.254412,5995 STEELES AVE E,M1V 5P7,1
WARE'S GROCERY STORE,43.659363,-79.36636,440 DUNDAS ST E,M5A 2A8,0
WEST END FOOD CO-OP,43.641846,-79.42959,1229 QUEEN ST W,M6K 1L2,1
WEST INDIAN FINE FOODS & VARIETY,43.759525,-79.223405,3601 LAWRENCE AVE E,M1G 1P5,1
WHOLE FOOD MARKET,43.760819,-79.410379,4771 YONGE ST,M2N 5M5,1
WHOLE FOODS MARKET,43.672025,-79.395189,87 AVENUE RD,M5R 3R5,2
WHOLESALE CLUB,43.681619,-79.474513,605 ROGERS RD,M6M 1B9,0
WIN FARM SUPERMARKET,43.739244,-79.511325,1925 SHEPPARD AVE W,M3L 1Y8,1
WONDERFOOD,43.671604,-79.493063,251 WOOLNER AVE,M6N 1Y8,0
WORLD WIDE MEATS,43.772687,-79.477515,111 MARTIN ROSS AVE,M3J 2M1,1
Wal-Mart,43.776292,-79.258022,300 BOROUGH DR,M1P 4P5,1
Walmart,43.742368,-79.224253,3132 EGLINTON AVE E,M1J 2H1,1
YAL MARKET,43.733853,-79.259236,2499 EGLINTON AVE E,M1K 2R1,1
YARLTON,43.79894,-79.313469,2104 BRIDLETOWNE CRCL,M1W 2L1,2
YOGAS,43.73,-79.26702,733 KENNEDY RD,M1K 2C6,1
YOUNG FRUIT MARKET,43.783193,-79.203612,2876 ELLESMERE RD,M1E 4B8,0
YOUR COMMUNITY GROCER,43.763328,-79.499667,45 FOUR WINDS DR,M3J 1K7,0
YOUSEF SUPERMARKET,43.751201,-79.262833,2655 LAWRENCE AVE E,M1P 2S3,1
YUMMY MARKET,43.764895,-79.468126,4400 DUFFERIN ST,M3H 6A8,1
ZIMMERMAN FRESHMART,43.654747,-79.4021,241 AUGUSTA AVE,M5T 2L8,1
ZIMMERMAN'S 1975 LTD,43.654636,-79.402054,208 AUGUSTA AVE,M5T 2L6,0
ZITO'S MARKET PLACE,43.705139,-79.442555,210 MARLEE AVE,M6B 3H6,1
